sales_id,date,buyer_id,product_id,quantity,unit_price,delivery_type,delivery_cost,total,avg_total
2357,2020-07-30 00:00:00.000000,780,1,4,34000,pickup,2356.71549859894,138356.715498599,87171.8613002108
2364,2022-05-18 00:00:00.000000,1655,10,1,90000,mail,8866.49863859267,98866.4986385927,87171.8613002108
2365,2021-11-18 00:00:00.000000,706,8,2,75000,rider,3050.45277975241,153050.452779752,87171.8613002108
2366,2021-03-18 00:00:00.000000,677,4,4,50000,mail,8958.94694964181,208958.946949642,87171.8613002108
2367,2020-06-21 00:00:00.000000,1761,4,2,50000,pickup,7517.9221510267,107517.922151027,87171.8613002108
2369,2021-07-11 00:00:00.000000,1180,10,1,90000,rider,4919.15105390908,94919.1510539091,87171.8613002108
2371,2022-03-19 00:00:00.000000,861,9,2,80000,pickup,2148.38769438505,162148.387694385,87171.8613002108
2375,2020-03-27 00:00:00.000000,625,8,2,75000,pickup,6333.00594387904,156333.005943879,87171.8613002108
2379,2021-04-28 00:00:00.000000,121,1,3,34000,pickup,6161.90483568466,108161.904835685,87171.8613002108
2380,2021-11-25 00:00:00.000000,980,8,4,75000,rider,3836.81973602119,303836.819736021,87171.8613002108
2384,2023-03-08 00:00:00.000000,1163,8,2,75000,mail,8526.23919652327,158526.239196523,87171.8613002108
2386,2022-07-28 00:00:00.000000,1320,10,1,90000,mail,2065.75888864461,92065.7588886446,87171.8613002108
2387,2022-09-23 00:00:00.000000,780,10,1,90000,mail,1808.07099130951,91808.0709913095,87171.8613002108
2389,2021-12-21 00:00:00.000000,1923,10,2,90000,mail,2060.85466776256,182060.854667763,87171.8613002108
2393,2021-02-10 00:00:00.000000,1600,4,4,50000,rider,7068.79066484801,207068.790664848,87171.8613002108
2400,2020-06-21 00:00:00.000000,130,4,4,50000,rider,8821.68795319782,208821.687953198,87171.8613002108
2401,2022-03-27 00:00:00.000000,1420,4,3,50000,rider,8612.76308764981,158612.76308765,87171.8613002108
2404,2021-05-13 00:00:00.000000,544,8,4,75000,rider,3333.52414730108,303333.524147301,87171.8613002108
2409,2021-03-08 00:00:00.000000,44,4,3,50000,mail,6818.79771580606,156818.797715806,87171.8613002108
2411,2022-09-14 00:00:00.000000,748,4,4,50000,pickup,5286.28134061808,205286.281340618,87171.8613002108
2414,2020-02-25 00:00:00.000000,1479,7,4,30000,mail,5528.12426897926,125528.124268979,87171.8613002108
2415,2020-03-12 00:00:00.000000,453,8,2,75000,rider,7712.28503250479,157712.285032505,87171.8613002108
2417,2021-02-13 00:00:00.000000,317,8,3,75000,rider,8932.69997121647,233932.699971216,87171.8613002108
2423,2021-02-26 00:00:00.000000,1946,10,1,90000,pickup,6216.65296833246,96216.6529683325,87171.8613002108
2425,2022-06-05 00:00:00.000000,368,7,4,30000,mail,8553.23234061422,128553.232340614,87171.8613002108
2426,2020-05-09 00:00:00.000000,21,10,1,90000,mail,2103.4806634745,92103.4806634745,87171.8613002108
2429,2020-08-31 00:00:00.000000,1502,8,4,75000,rider,3283.60209063009,303283.60209063,87171.8613002108
2430,2021-01-30 00:00:00.000000,463,9,2,80000,pickup,6733.9579706724,166733.957970672,87171.8613002108
2432,2023-03-27 00:00:00.000000,1748,1,4,34000,pickup,2147.8821072019,138147.882107202,87171.8613002108
2433,2022-01-27 00:00:00.000000,1504,10,1,90000,mail,3398.05753868755,93398.0575386875,87171.8613002108
2439,2022-09-29 00:00:00.000000,630,4,2,50000,mail,7364.61086415188,107364.610864152,87171.8613002108
2440,2023-03-12 00:00:00.000000,1842,10,3,90000,rider,7558.81787481426,277558.817874814,87171.8613002108
2441,2022-03-17 00:00:00.000000,1355,9,2,80000,pickup,2466.09100404433,162466.091004044,87171.8613002108
2443,2020-02-07 00:00:00.000000,338,7,4,30000,rider,2633.22500371253,122633.225003713,87171.8613002108
2448,2021-10-13 00:00:00.000000,1732,10,1,90000,mail,7045.84197407586,97045.8419740759,87171.8613002108
2451,2021-02-27 00:00:00.000000,416,4,2,50000,mail,4917.08444048379,104917.084440484,87171.8613002108
2453,2022-12-14 00:00:00.000000,1606,4,2,50000,rider,3138.25197589265,103138.251975893,87171.8613002108
2454,2022-09-02 00:00:00.000000,1263,9,1,80000,mail,7371.78159520212,87371.7815952021,87171.8613002108
2461,2020-01-03 00:00:00.000000,1385,1,3,34000,pickup,2858.1275044591,104858.127504459,87171.8613002108
2462,2023-04-08 00:00:00.000000,262,7,3,30000,pickup,2489.0853341462,92489.0853341462,87171.8613002108
2463,2021-10-06 00:00:00.000000,984,10,2,90000,pickup,7530.83099975995,187530.83099976,87171.8613002108
2465,2022-05-17 00:00:00.000000,1149,9,2,80000,mail,4416.90014251295,164416.900142513,87171.8613002108
2469,2021-09-12 00:00:00.000000,1077,10,1,90000,rider,6179.33411619283,96179.3341161928,87171.8613002108
2470,2021-09-07 00:00:00.000000,654,10,2,90000,pickup,6722.00417623686,186722.004176237,87171.8613002108
2472,2022-12-14 00:00:00.000000,1986,6,4,25000,rider,8356.23849348705,108356.238493487,87171.8613002108
2476,2022-09-14 00:00:00.000000,1772,10,1,90000,pickup,1705.06806599498,91705.068065995,87171.8613002108
2479,2021-05-08 00:00:00.000000,1739,6,4,25000,rider,8056.49523917141,108056.495239171,87171.8613002108
2480,2021-09-30 00:00:00.000000,1500,4,2,50000,mail,3971.30426409409,103971.304264094,87171.8613002108
2482,2022-01-09 00:00:00.000000,1143,9,2,80000,mail,5746.34363363698,165746.343633637,87171.8613002108
2483,2020-01-24 00:00:00.000000,439,9,1,80000,mail,8607.80837654019,88607.8083765402,87171.8613002108
2486,2022-01-24 00:00:00.000000,1152,10,1,90000,rider,7012.01803747524,97012.0180374752,87171.8613002108
2490,2022-02-28 00:00:00.000000,1892,9,2,80000,rider,4356.46024960327,164356.460249603,87171.8613002108
2495,2023-03-01 00:00:00.000000,1098,9,2,80000,pickup,6517.33859421444,166517.338594214,87171.8613002108
2498,2021-04-19 00:00:00.000000,1257,10,1,90000,mail,8679.40018213493,98679.4001821349,87171.8613002108
2502,2022-07-16 00:00:00.000000,1571,8,3,75000,rider,5365.20314407569,230365.203144076,87171.8613002108
2507,2022-09-20 00:00:00.000000,96,10,4,90000,pickup,6929.6918276095,366929.691827609,87171.8613002108
2508,2022-09-10 00:00:00.000000,1708,8,2,75000,pickup,8872.78208679828,158872.782086798,87171.8613002108
2511,2020-08-15 00:00:00.000000,473,10,2,90000,mail,4620.46850418922,184620.468504189,87171.8613002108
2512,2022-10-26 00:00:00.000000,516,10,3,90000,mail,8899.72618772182,278899.726187722,87171.8613002108
2519,2023-01-29 00:00:00.000000,829,1,3,34000,pickup,3885.04900968035,105885.04900968,87171.8613002108
2520,2022-05-08 00:00:00.000000,1789,1,4,34000,rider,3216.81203974234,139216.812039742,87171.8613002108
2521,2020-08-02 00:00:00.000000,1934,9,1,80000,mail,7548.25277856401,87548.252778564,87171.8613002108
2522,2020-07-11 00:00:00.000000,1196,9,2,80000,mail,7851.16931896075,167851.169318961,87171.8613002108
2523,2020-04-25 00:00:00.000000,640,8,2,75000,pickup,4804.34864641194,154804.348646412,87171.8613002108
2529,2022-07-13 00:00:00.000000,846,1,3,34000,pickup,6519.94165044894,108519.941650449,87171.8613002108
2530,2022-12-26 00:00:00.000000,739,7,3,30000,mail,6525.98031023226,96525.9803102323,87171.8613002108
2531,2023-03-16 00:00:00.000000,759,7,3,30000,mail,1975.20444377001,91975.20444377,87171.8613002108
2532,2022-05-05 00:00:00.000000,954,5,4,25000,pickup,8755.81128357441,108755.811283574,87171.8613002108
2545,2021-07-29 00:00:00.000000,1001,9,2,80000,pickup,5430.1236231348,165430.123623135,87171.8613002108
2553,2021-04-26 00:00:00.000000,1794,10,3,90000,rider,7233.31768723361,277233.317687234,87171.8613002108
2555,2021-11-01 00:00:00.000000,1706,6,4,25000,rider,5711.4364673169,105711.436467317,87171.8613002108
2556,2022-12-05 00:00:00.000000,315,7,3,30000,pickup,4934.58257024171,94934.5825702417,87171.8613002108
2558,2020-12-22 00:00:00.000000,325,10,3,90000,rider,7384.53563087265,277384.535630873,87171.8613002108
2563,2020-09-17 00:00:00.000000,514,9,2,80000,rider,3328.16467950775,163328.164679508,87171.8613002108
2564,2020-08-08 00:00:00.000000,700,10,4,90000,rider,7659.87063722276,367659.870637223,87171.8613002108
2566,2020-02-19 00:00:00.000000,615,10,4,90000,pickup,1761.26650502682,361761.266505027,87171.8613002108
2567,2021-11-24 00:00:00.000000,244,9,3,80000,rider,5626.50394464113,245626.503944641,87171.8613002108
2568,2021-09-19 00:00:00.000000,1816,7,3,30000,mail,4747.46887652494,94747.4688765249,87171.8613002108
2576,2020-01-14 00:00:00.000000,786,4,2,50000,mail,6049.39648570919,106049.396485709,87171.8613002108
2582,2020-08-30 00:00:00.000000,747,8,3,75000,rider,6323.89456241638,231323.894562416,87171.8613002108
2583,2020-06-01 00:00:00.000000,1530,10,4,90000,mail,7050.2208990834,367050.220899083,87171.8613002108
2586,2021-10-23 00:00:00.000000,1250,7,4,30000,mail,6750.40165686217,126750.401656862,87171.8613002108
2594,2023-01-04 00:00:00.000000,1531,7,4,30000,pickup,6051.31864171999,126051.31864172,87171.8613002108
2599,2020-06-10 00:00:00.000000,798,9,2,80000,rider,5932.57007279109,165932.570072791,87171.8613002108
2600,2022-07-27 00:00:00.000000,125,9,2,80000,pickup,6408.37283686961,166408.37283687,87171.8613002108
2616,2020-07-02 00:00:00.000000,663,10,4,90000,rider,2682.68315192287,362682.683151923,87171.8613002108
2617,2021-01-23 00:00:00.000000,682,8,2,75000,pickup,7175.71471124113,157175.714711241,87171.8613002108
2618,2021-09-14 00:00:00.000000,891,4,2,50000,rider,5951.95511171511,105951.955111715,87171.8613002108
2619,2021-03-18 00:00:00.000000,927,4,4,50000,pickup,6234.65201807712,206234.652018077,87171.8613002108
2622,2020-07-02 00:00:00.000000,1837,8,2,75000,mail,2898.85388987676,152898.853889877,87171.8613002108
2623,2020-10-09 00:00:00.000000,487,10,4,90000,mail,2637.12033626464,362637.120336265,87171.8613002108
2626,2020-06-22 00:00:00.000000,1879,4,2,50000,pickup,2369.2088065119,102369.208806512,87171.8613002108
2629,2021-08-01 00:00:00.000000,864,1,4,34000,mail,8315.13749848973,144315.13749849,87171.8613002108
2630,2020-04-02 00:00:00.000000,842,8,2,75000,rider,2015.65771987077,152015.657719871,87171.8613002108
2631,2022-06-12 00:00:00.000000,324,10,1,90000,rider,8466.28338319492,98466.2833831949,87171.8613002108
2633,2020-04-19 00:00:00.000000,1943,8,4,75000,mail,7685.90559250801,307685.905592508,87171.8613002108
2635,2020-08-01 00:00:00.000000,69,9,3,80000,pickup,5836.24388912451,245836.243889125,87171.8613002108
2638,2022-02-08 00:00:00.000000,944,1,4,34000,mail,6025.81037836326,142025.810378363,87171.8613002108
2640,2022-12-02 00:00:00.000000,1168,10,2,90000,mail,3026.65398780084,183026.653987801,87171.8613002108
2641,2021-02-15 00:00:00.000000,323,1,4,34000,pickup,2779.19487813654,138779.194878137,87171.8613002108
2643,2020-11-12 00:00:00.000000,1850,10,4,90000,pickup,7699.73902850778,367699.739028508,87171.8613002108
2647,2021-10-19 00:00:00.000000,1183,10,4,90000,mail,3278.67154897012,363278.67154897,87171.8613002108
2648,2022-09-08 00:00:00.000000,1006,10,3,90000,rider,8080.69531753561,278080.695317536,87171.8613002108
2655,2020-10-11 00:00:00.000000,1312,9,1,80000,mail,7294.27269406526,87294.2726940653,87171.8613002108
2658,2021-03-16 00:00:00.000000,1024,9,1,80000,mail,8892.64320825829,88892.6432082583,87171.8613002108
2662,2021-11-21 00:00:00.000000,1361,7,4,30000,rider,2714.19852470247,122714.198524702,87171.8613002108
2663,2020-07-21 00:00:00.000000,1769,8,3,75000,mail,1743.55519330437,226743.555193304,87171.8613002108
2664,2022-11-12 00:00:00.000000,577,8,2,75000,mail,7199.30605513609,157199.306055136,87171.8613002108
2665,2021-08-28 00:00:00.000000,550,1,3,34000,mail,2144.31387996167,104144.313879962,87171.8613002108
2668,2021-08-07 00:00:00.000000,1991,4,4,50000,mail,1577.8000146034,201577.800014603,87171.8613002108
2671,2021-08-11 00:00:00.000000,541,1,3,34000,pickup,6864.41423184238,108864.414231842,87171.8613002108
2672,2022-05-05 00:00:00.000000,37,10,2,90000,pickup,5166.62157735311,185166.621577353,87171.8613002108
2675,2021-02-08 00:00:00.000000,688,7,4,30000,rider,7757.95068188123,127757.950681881,87171.8613002108
2676,2022-10-22 00:00:00.000000,1454,8,4,75000,pickup,4595.13957060297,304595.139570603,87171.8613002108
2688,2021-11-07 00:00:00.000000,1239,6,4,25000,rider,8567.18050031044,108567.18050031,87171.8613002108
2690,2020-07-07 00:00:00.000000,19,6,4,25000,pickup,4849.95853700197,104849.958537002,87171.8613002108
2691,2022-04-26 00:00:00.000000,83,10,1,90000,mail,4028.64563512815,94028.6456351282,87171.8613002108
2693,2022-03-21 00:00:00.000000,700,8,2,75000,pickup,2609.62684210231,152609.626842102,87171.8613002108
2695,2021-07-02 00:00:00.000000,662,9,2,80000,pickup,4304.60264359963,164304.6026436,87171.8613002108
2697,2020-05-28 00:00:00.000000,536,10,1,90000,pickup,3732.00678145237,93732.0067814524,87171.8613002108
2699,2021-11-27 00:00:00.000000,506,4,2,50000,pickup,4732.58852263299,104732.588522633,87171.8613002108
2702,2023-03-13 00:00:00.000000,1218,9,1,80000,rider,8945.04166625566,88945.0416662556,87171.8613002108
2705,2021-05-04 00:00:00.000000,83,4,2,50000,pickup,4541.42897328987,104541.42897329,87171.8613002108
2707,2020-12-22 00:00:00.000000,1109,4,2,50000,pickup,3749.43618121244,103749.436181212,87171.8613002108
2709,2022-02-14 00:00:00.000000,1662,8,4,75000,pickup,3549.67573624852,303549.675736249,87171.8613002108
2712,2020-08-25 00:00:00.000000,535,10,4,90000,mail,5262.54195482212,365262.541954822,87171.8613002108
2713,2020-09-30 00:00:00.000000,262,9,1,80000,pickup,7901.29150989707,87901.2915098971,87171.8613002108
2715,2022-05-25 00:00:00.000000,570,10,2,90000,rider,7624.29625019405,187624.296250194,87171.8613002108
2716,2022-03-22 00:00:00.000000,1822,10,1,90000,mail,3811.21237528556,93811.2123752856,87171.8613002108
2718,2022-06-19 00:00:00.000000,593,6,4,25000,mail,8470.50303062865,108470.503030629,87171.8613002108
2720,2022-02-10 00:00:00.000000,1718,8,2,75000,mail,2757.74413866027,152757.74413866,87171.8613002108
2721,2022-05-09 00:00:00.000000,563,8,2,75000,rider,2516.33559167406,152516.335591674,87171.8613002108
2728,2021-08-19 00:00:00.000000,1224,1,4,34000,pickup,3929.73031646683,139929.730316467,87171.8613002108
2730,2023-04-13 00:00:00.000000,713,5,4,25000,mail,7198.14989320433,107198.149893204,87171.8613002108
2735,2021-02-25 00:00:00.000000,431,7,3,30000,rider,6456.06598155399,96456.065981554,87171.8613002108
2739,2023-04-07 00:00:00.000000,1708,10,2,90000,rider,4459.83876403111,184459.838764031,87171.8613002108
2740,2020-12-05 00:00:00.000000,1763,10,1,90000,mail,2614.65561112365,92614.6556111237,87171.8613002108
2745,2020-01-02 00:00:00.000000,1284,10,3,90000,pickup,8167.38903389554,278167.389033896,87171.8613002108
2751,2022-05-12 00:00:00.000000,119,10,1,90000,rider,7563.19741091504,97563.197410915,87171.8613002108
2752,2022-12-07 00:00:00.000000,1287,10,4,90000,mail,6786.78538276017,366786.78538276,87171.8613002108
2753,2021-05-22 00:00:00.000000,790,10,1,90000,mail,6250.3558017419,96250.3558017419,87171.8613002108
2755,2021-08-25 00:00:00.000000,1089,1,4,34000,mail,7440.66951202385,143440.669512024,87171.8613002108
2756,2022-10-02 00:00:00.000000,1529,8,4,75000,mail,2643.47743359271,302643.477433593,87171.8613002108
2757,2022-12-20 00:00:00.000000,39,4,2,50000,mail,1612.53394142156,101612.533941422,87171.8613002108
2759,2022-06-08 00:00:00.000000,1951,4,3,50000,pickup,4064.0907459737,154064.090745974,87171.8613002108
2760,2021-11-24 00:00:00.000000,1825,10,4,90000,rider,3467.84663349564,363467.846633496,87171.8613002108
2761,2022-03-15 00:00:00.000000,1276,10,2,90000,rider,6908.11815073857,186908.118150739,87171.8613002108
2762,2021-02-22 00:00:00.000000,1734,10,2,90000,rider,2403.38414320738,182403.384143207,87171.8613002108
2763,2022-07-01 00:00:00.000000,453,6,4,25000,mail,2527.67287436513,102527.672874365,87171.8613002108
2765,2021-01-04 00:00:00.000000,1921,10,2,90000,rider,8075.51408849907,188075.514088499,87171.8613002108
2766,2022-03-11 00:00:00.000000,1773,10,1,90000,rider,2227.93062242116,92227.9306224212,87171.8613002108
2768,2022-04-12 00:00:00.000000,309,8,2,75000,mail,7731.14252189383,157731.142521894,87171.8613002108
2769,2023-02-14 00:00:00.000000,311,9,3,80000,pickup,6074.07677763221,246074.076777632,87171.8613002108
2770,2020-02-08 00:00:00.000000,1807,10,1,90000,mail,3900.49073833771,93900.4907383377,87171.8613002108
2774,2020-12-27 00:00:00.000000,1696,10,1,90000,pickup,4508.23956380719,94508.2395638072,87171.8613002108
2775,2021-10-06 00:00:00.000000,938,9,2,80000,mail,2434.17081333654,162434.170813337,87171.8613002108
2776,2022-04-27 00:00:00.000000,223,10,4,90000,mail,5200.95826821848,365200.958268218,87171.8613002108
2783,2023-04-10 00:00:00.000000,499,6,4,25000,mail,6940.42919156551,106940.429191566,87171.8613002108
2786,2023-04-12 00:00:00.000000,618,10,4,90000,pickup,5339.21873444938,365339.218734449,87171.8613002108
2787,2022-09-18 00:00:00.000000,1352,5,4,25000,pickup,2545.84913012045,102545.84913012,87171.8613002108
2788,2020-12-15 00:00:00.000000,561,8,2,75000,pickup,4266.14754463674,154266.147544637,87171.8613002108
2795,2021-12-17 00:00:00.000000,577,9,4,80000,mail,3268.38716379211,323268.387163792,87171.8613002108
2796,2022-04-22 00:00:00.000000,953,10,1,90000,pickup,4334.48146297617,94334.4814629762,87171.8613002108
2797,2020-06-14 00:00:00.000000,1700,1,3,34000,mail,4881.45606070912,106881.456060709,87171.8613002108
2798,2022-03-23 00:00:00.000000,1833,10,2,90000,pickup,1912.43582008636,181912.435820086,87171.8613002108
2799,2023-02-26 00:00:00.000000,1547,10,3,90000,pickup,4390.72463466264,274390.724634663,87171.8613002108
2801,2020-02-16 00:00:00.000000,372,6,4,25000,rider,6831.53109493448,106831.531094934,87171.8613002108
2803,2022-10-28 00:00:00.000000,920,9,3,80000,rider,7425.18240026507,247425.182400265,87171.8613002108
2807,2022-10-15 00:00:00.000000,313,8,2,75000,mail,8938.84385813924,158938.843858139,87171.8613002108
2813,2020-06-21 00:00:00.000000,1741,8,4,75000,mail,4442.61147007332,304442.611470073,87171.8613002108
2814,2023-02-22 00:00:00.000000,482,6,4,25000,rider,4816.87347501052,104816.873475011,87171.8613002108
2816,2020-01-23 00:00:00.000000,1800,7,4,30000,pickup,8714.98827503707,128714.988275037,87171.8613002108
2818,2022-06-22 00:00:00.000000,212,10,1,90000,pickup,5817.81692416295,95817.8169241629,87171.8613002108
2821,2022-12-09 00:00:00.000000,223,4,2,50000,pickup,4724.97648931102,104724.976489311,87171.8613002108
2823,2022-08-28 00:00:00.000000,1550,9,2,80000,rider,2923.2079356813,162923.207935681,87171.8613002108
2824,2022-08-26 00:00:00.000000,855,9,1,80000,mail,7522.20401940925,87522.2040194093,87171.8613002108
2826,2021-03-29 00:00:00.000000,1056,10,1,90000,mail,3374.07352912078,93374.0735291208,87171.8613002108
2838,2022-08-22 00:00:00.000000,1743,7,3,30000,rider,3017.71514881823,93017.7151488182,87171.8613002108
2840,2020-08-04 00:00:00.000000,1998,9,2,80000,rider,3297.98382483345,163297.983824833,87171.8613002108
2841,2021-11-12 00:00:00.000000,105,5,4,25000,pickup,2546.00277580308,102546.002775803,87171.8613002108
2842,2021-07-17 00:00:00.000000,1706,10,1,90000,pickup,4128.77312273857,94128.7731227386,87171.8613002108
2845,2023-01-09 00:00:00.000000,563,9,3,80000,mail,8942.47448370981,248942.47448371,87171.8613002108
2846,2022-08-28 00:00:00.000000,1405,9,2,80000,rider,2222.49512193521,162222.495121935,87171.8613002108
2848,2022-01-02 00:00:00.000000,944,8,4,75000,pickup,5538.3893692668,305538.389369267,87171.8613002108
2850,2021-12-29 00:00:00.000000,1962,10,1,90000,rider,6246.54697828003,96246.54697828,87171.8613002108
2854,2022-12-13 00:00:00.000000,381,6,4,25000,mail,4448.63628667144,104448.636286671,87171.8613002108
2855,2021-07-26 00:00:00.000000,413,9,2,80000,rider,5467.61522964648,165467.615229646,87171.8613002108
2858,2022-07-22 00:00:00.000000,742,7,3,30000,mail,3968.2347087888,93968.2347087888,87171.8613002108
2861,2020-02-22 00:00:00.000000,1856,10,1,90000,pickup,1517.30648594372,91517.3064859437,87171.8613002108
2866,2021-01-11 00:00:00.000000,408,10,1,90000,rider,4467.50277178438,94467.5027717844,87171.8613002108
2875,2020-10-06 00:00:00.000000,567,9,1,80000,pickup,8087.49024715691,88087.4902471569,87171.8613002108
2877,2022-04-30 00:00:00.000000,649,9,1,80000,rider,7226.17388722439,87226.1738872244,87171.8613002108
2878,2021-08-28 00:00:00.000000,305,10,1,90000,mail,2672.29379859411,92672.2937985941,87171.8613002108
2880,2022-11-23 00:00:00.000000,129,5,4,25000,mail,2507.75354641499,102507.753546415,87171.8613002108
2889,2022-11-27 00:00:00.000000,1591,9,4,80000,mail,6342.75987910733,326342.759879107,87171.8613002108
2891,2020-04-03 00:00:00.000000,554,4,3,50000,rider,5170.43063637667,155170.430636377,87171.8613002108
2892,2021-10-08 00:00:00.000000,1131,10,3,90000,rider,7131.79855795408,277131.798557954,87171.8613002108
2900,2020-09-01 00:00:00.000000,335,7,4,30000,pickup,4156.85128642178,124156.851286422,87171.8613002108
2905,2020-09-03 00:00:00.000000,668,10,4,90000,rider,6127.33553206699,366127.335532067,87171.8613002108
2906,2021-01-22 00:00:00.000000,274,10,2,90000,rider,3174.6571508943,183174.657150894,87171.8613002108
2909,2023-01-22 00:00:00.000000,1366,8,4,75000,rider,8473.94465552968,308473.94465553,87171.8613002108
2912,2020-07-23 00:00:00.000000,938,10,4,90000,mail,8853.01883368941,368853.018833689,87171.8613002108
2915,2023-04-08 00:00:00.000000,668,9,1,80000,rider,8846.54470365828,88846.5447036583,87171.8613002108
2921,2021-09-04 00:00:00.000000,545,9,1,80000,mail,7363.64407350571,87363.6440735057,87171.8613002108
2923,2020-01-18 00:00:00.000000,1961,4,2,50000,pickup,6732.67972786164,106732.679727862,87171.8613002108
2925,2022-04-28 00:00:00.000000,1781,4,2,50000,pickup,3327.81439535709,103327.814395357,87171.8613002108
2926,2022-05-21 00:00:00.000000,410,4,3,50000,pickup,8295.71338889172,158295.713388892,87171.8613002108
2929,2020-04-29 00:00:00.000000,1318,10,1,90000,pickup,7430.1788874332,97430.1788874332,87171.8613002108
2930,2021-03-03 00:00:00.000000,1966,10,1,90000,pickup,4788.12337645599,94788.123376456,87171.8613002108
2931,2020-04-21 00:00:00.000000,539,9,2,80000,rider,4624.42601688215,164624.426016882,87171.8613002108
2932,2022-11-20 00:00:00.000000,975,9,2,80000,rider,3725.03291093983,163725.03291094,87171.8613002108
2937,2022-03-23 00:00:00.000000,572,10,1,90000,rider,4965.24767098682,94965.2476709868,87171.8613002108
2938,2022-10-18 00:00:00.000000,1051,9,4,80000,rider,2630.9115960565,322630.911596056,87171.8613002108
2940,2020-08-09 00:00:00.000000,35,9,2,80000,mail,1908.76761040635,161908.767610406,87171.8613002108
2942,2022-09-17 00:00:00.000000,1825,8,3,75000,mail,8951.69535954594,233951.695359546,87171.8613002108
2945,2020-03-18 00:00:00.000000,278,4,3,50000,rider,7171.55070357276,157171.550703573,87171.8613002108
2947,2021-02-28 00:00:00.000000,1604,9,1,80000,pickup,7891.3905087965,87891.3905087965,87171.8613002108
2948,2020-10-27 00:00:00.000000,1058,1,3,34000,pickup,2463.45292965077,104463.452929651,87171.8613002108
2953,2020-02-29 00:00:00.000000,180,4,2,50000,mail,7756.9621267508,107756.962126751,87171.8613002108
2959,2021-11-26 00:00:00.000000,1702,10,2,90000,mail,6287.57993134184,186287.579931342,87171.8613002108
2960,2020-06-05 00:00:00.000000,482,10,2,90000,pickup,5966.03238865553,185966.032388656,87171.8613002108
2964,2022-05-01 00:00:00.000000,875,10,4,90000,rider,6104.81298504319,366104.812985043,87171.8613002108
2965,2022-06-18 00:00:00.000000,1005,9,4,80000,rider,2784.33979116889,322784.339791169,87171.8613002108
2966,2021-12-07 00:00:00.000000,149,7,4,30000,rider,7675.88334734995,127675.88334735,87171.8613002108
2968,2022-10-04 00:00:00.000000,1694,10,4,90000,rider,6096.52862157925,366096.528621579,87171.8613002108
2972,2022-08-23 00:00:00.000000,352,4,3,50000,pickup,4663.75064271203,154663.750642712,87171.8613002108
2975,2022-01-14 00:00:00.000000,476,10,2,90000,pickup,4781.93060414418,184781.930604144,87171.8613002108
2977,2021-10-02 00:00:00.000000,1803,9,4,80000,pickup,5160.55297633052,325160.552976331,87171.8613002108
2985,2021-08-14 00:00:00.000000,1454,7,4,30000,rider,3774.35753536842,123774.357535368,87171.8613002108
2986,2022-05-20 00:00:00.000000,1834,9,1,80000,pickup,7663.48658170302,87663.486581703,87171.8613002108
2991,2022-06-03 00:00:00.000000,1026,10,1,90000,pickup,5421.06619537585,95421.0661953759,87171.8613002108
2992,2021-08-12 00:00:00.000000,1093,4,4,50000,pickup,6997.47241077297,206997.472410773,87171.8613002108
2993,2022-01-30 00:00:00.000000,465,4,4,50000,mail,2342.39904967793,202342.399049678,87171.8613002108
3000,2020-10-06 00:00:00.000000,1874,10,2,90000,mail,8911.11743582172,188911.117435822,87171.8613002108
3001,2021-09-05 00:00:00.000000,343,4,2,50000,mail,4002.92871228205,104002.928712282,87171.8613002108
3002,2022-06-27 00:00:00.000000,1831,7,3,30000,pickup,8895.35228184753,98895.3522818475,87171.8613002108
3005,2022-03-30 00:00:00.000000,1321,10,2,90000,mail,2627.06676448858,182627.066764489,87171.8613002108
3007,2022-08-31 00:00:00.000000,71,8,2,75000,rider,6679.5003216454,156679.500321645,87171.8613002108
3008,2021-07-08 00:00:00.000000,1492,8,4,75000,mail,8352.26892131635,308352.268921316,87171.8613002108
3009,2020-12-04 00:00:00.000000,1186,8,3,75000,rider,1549.07623391512,226549.076233915,87171.8613002108
3014,2022-02-18 00:00:00.000000,1185,1,4,34000,rider,8743.71152961493,144743.711529615,87171.8613002108
3016,2020-06-24 00:00:00.000000,1327,5,4,25000,pickup,2186.36350764306,102186.363507643,87171.8613002108
3021,2021-08-20 00:00:00.000000,903,10,2,90000,mail,6683.4877606433,186683.487760643,87171.8613002108
3025,2020-02-15 00:00:00.000000,974,9,4,80000,rider,4227.07821346254,324227.078213463,87171.8613002108
3026,2020-10-02 00:00:00.000000,1861,9,4,80000,rider,8343.3493761858,328343.349376186,87171.8613002108
3030,2022-03-14 00:00:00.000000,637,10,3,90000,pickup,6721.97257401909,276721.972574019,87171.8613002108
3032,2020-04-23 00:00:00.000000,1913,7,3,30000,mail,6403.01196224816,96403.0119622482,87171.8613002108
3034,2022-02-21 00:00:00.000000,1048,10,1,90000,rider,5678.47674979145,95678.4767497915,87171.8613002108
3035,2022-05-18 00:00:00.000000,301,10,2,90000,pickup,1759.97459229796,181759.974592298,87171.8613002108
3037,2021-10-23 00:00:00.000000,1870,7,3,30000,rider,8010.63702116029,98010.6370211603,87171.8613002108
3040,2020-02-26 00:00:00.000000,1153,5,4,25000,rider,1650.49823662479,101650.498236625,87171.8613002108
3041,2021-07-11 00:00:00.000000,717,10,1,90000,rider,4890.93942011059,94890.9394201106,87171.8613002108
3061,2022-03-19 00:00:00.000000,1790,5,4,25000,mail,3349.43598194158,103349.435981942,87171.8613002108
