sales_id,date,buyer_id,product_id,quantity,unit_price,delivery_type,delivery_cost,total
2313,2020-05-16 00:00:00.000000,498,7,2,30000,pickup,3352.5725658224,63352.5725658224
2314,2022-12-16 00:00:00.000000,215,4,3,50000,mail,4787.84416449483,154787.844164495
2315,2022-01-03 00:00:00.000000,1535,4,2,50000,pickup,5856.61117867779,105856.611178678
2316,2020-12-24 00:00:00.000000,1323,1,3,34000,mail,2357.13123851255,104357.131238513
2317,2023-03-16 00:00:00.000000,414,3,1,15000,mail,3121.79313415487,18121.7931341549
2318,2022-07-20 00:00:00.000000,1617,9,1,80000,mail,7926.439631477,87926.439631477
2319,2020-08-07 00:00:00.000000,357,2,1,12000,rider,6574.17278862633,18574.1727886263
2320,2021-08-19 00:00:00.000000,914,7,1,30000,mail,6051.53547861952,36051.5354786195
2321,2022-02-20 00:00:00.000000,55,2,2,12000,pickup,8983.96744707252,32983.9674470725
2322,2020-10-25 00:00:00.000000,753,10,2,90000,pickup,2302.09185932577,182302.091859326
2323,2022-04-20 00:00:00.000000,1822,8,1,75000,pickup,8816.37985518957,83816.3798551896
2324,2022-12-30 00:00:00.000000,1418,4,2,50000,pickup,1618.40231646741,101618.402316467
2325,2022-09-24 00:00:00.000000,1188,8,2,75000,mail,8775.10821713287,158775.108217133
2326,2021-05-04 00:00:00.000000,46,1,2,34000,mail,1537.0151525723,69537.0151525723
2327,2021-08-28 00:00:00.000000,1643,5,4,25000,mail,5765.03577745448,105765.035777454
2328,2021-10-23 00:00:00.000000,708,6,1,25000,mail,5298.27026304991,30298.2702630499
2329,2022-05-19 00:00:00.000000,382,9,1,80000,rider,6869.53325340855,86869.5332534086
2330,2022-11-10 00:00:00.000000,424,9,1,80000,rider,8408.4023169095,88408.4023169095
2331,2021-03-08 00:00:00.000000,799,3,1,15000,mail,8055.26742823312,23055.2674282331
2332,2020-09-27 00:00:00.000000,2000,3,1,15000,mail,4416.93399454216,19416.9339945422
2333,2022-03-15 00:00:00.000000,1999,10,1,90000,mail,3436.12569653108,93436.1256965311
2334,2021-02-17 00:00:00.000000,1533,2,3,12000,mail,8236.40802103396,44236.408021034
2335,2020-11-01 00:00:00.000000,1695,4,1,50000,mail,5753.32943319488,55753.3294331949
2336,2023-01-25 00:00:00.000000,1029,5,1,25000,rider,8966.14536940361,33966.1453694036
2337,2021-01-22 00:00:00.000000,651,5,3,25000,pickup,2454.43229778879,77454.4322977888
2338,2020-10-25 00:00:00.000000,23,6,1,25000,mail,5896.88727409006,30896.8872740901
2339,2022-08-01 00:00:00.000000,419,9,4,80000,mail,6757.86630146806,326757.866301468
2340,2020-09-09 00:00:00.000000,1487,4,2,50000,mail,2235.35034181524,102235.350341815
2341,2020-10-03 00:00:00.000000,1642,1,4,34000,mail,2060.26850702781,138060.268507028
2342,2021-09-11 00:00:00.000000,986,2,1,12000,mail,6181.81178036945,18181.8117803695
2343,2021-03-16 00:00:00.000000,1592,3,2,15000,rider,2342.1195235178,32342.1195235178
2344,2021-09-14 00:00:00.000000,1410,1,1,34000,mail,6895.2232105214,40895.2232105214
2345,2023-03-25 00:00:00.000000,1200,7,1,30000,pickup,3782.74396288218,33782.7439628822
2346,2021-09-21 00:00:00.000000,422,2,1,12000,mail,1641.16690147673,13641.1669014767
2347,2020-05-05 00:00:00.000000,1221,7,1,30000,pickup,5728.31970673152,35728.3197067315
2348,2022-01-12 00:00:00.000000,60,2,4,12000,pickup,7505.73607622563,55505.7360762256
2349,2021-08-17 00:00:00.000000,919,9,4,80000,mail,7309.41602096005,327309.41602096
2350,2020-01-27 00:00:00.000000,807,5,1,25000,pickup,2278.86897117454,27278.8689711745
2351,2023-03-17 00:00:00.000000,577,10,1,90000,rider,2782.0189306053,92782.0189306053
2352,2022-03-08 00:00:00.000000,1172,2,4,12000,rider,6910.9330331183,54910.9330331183
2353,2021-07-05 00:00:00.000000,589,3,1,15000,mail,7700.51632217625,22700.5163221762
2354,2020-04-26 00:00:00.000000,1167,6,3,25000,mail,5473.91195675733,80473.9119567573
2355,2022-04-26 00:00:00.000000,95,5,1,25000,pickup,1783.14400573741,26783.1440057374
2356,2021-03-21 00:00:00.000000,1407,9,2,80000,mail,4010.37026692965,164010.37026693
2357,2020-07-30 00:00:00.000000,780,1,4,34000,pickup,2356.71549859894,138356.715498599
2358,2023-01-08 00:00:00.000000,772,8,1,75000,rider,6683.6180680558,81683.6180680558
2359,2020-04-19 00:00:00.000000,1563,3,4,15000,mail,3179.79663976877,63179.7966397688
2360,2022-07-29 00:00:00.000000,1272,7,1,30000,rider,3870.80158399439,33870.8015839944
2361,2023-01-30 00:00:00.000000,910,8,1,75000,pickup,3121.96354168479,78121.9635416848
2362,2021-03-08 00:00:00.000000,1377,5,1,25000,mail,4856.3505645619,29856.3505645619
2363,2022-05-13 00:00:00.000000,530,3,2,15000,mail,8255.32273479882,38255.3227347988
2364,2022-05-18 00:00:00.000000,1655,10,1,90000,mail,8866.49863859267,98866.4986385927
2365,2021-11-18 00:00:00.000000,706,8,2,75000,rider,3050.45277975241,153050.452779752
2366,2021-03-18 00:00:00.000000,677,4,4,50000,mail,8958.94694964181,208958.946949642
2367,2020-06-21 00:00:00.000000,1761,4,2,50000,pickup,7517.9221510267,107517.922151027
2368,2022-01-31 00:00:00.000000,342,1,2,34000,pickup,8773.79182296301,76773.791822963
2369,2021-07-11 00:00:00.000000,1180,10,1,90000,rider,4919.15105390908,94919.1510539091
2370,2023-03-24 00:00:00.000000,1112,2,1,12000,rider,1659.63341403661,13659.6334140366
2371,2022-03-19 00:00:00.000000,861,9,2,80000,pickup,2148.38769438505,162148.387694385
2372,2023-03-18 00:00:00.000000,868,7,1,30000,rider,8261.74144082501,38261.741440825
2373,2022-11-19 00:00:00.000000,983,8,1,75000,mail,7496.10022204396,82496.100222044
2374,2020-04-30 00:00:00.000000,1253,1,2,34000,pickup,6144.22314964942,74144.2231496494
2375,2020-03-27 00:00:00.000000,625,8,2,75000,pickup,6333.00594387904,156333.005943879
2376,2020-12-18 00:00:00.000000,742,6,1,25000,rider,2436.93898801463,27436.9389880146
2377,2022-07-23 00:00:00.000000,473,1,2,34000,pickup,2720.39809366031,70720.3980936603
2378,2022-07-30 00:00:00.000000,361,6,1,25000,pickup,7203.36942249336,32203.3694224934
2379,2021-04-28 00:00:00.000000,121,1,3,34000,pickup,6161.90483568466,108161.904835685
2380,2021-11-25 00:00:00.000000,980,8,4,75000,rider,3836.81973602119,303836.819736021
2381,2021-03-11 00:00:00.000000,1971,3,2,15000,rider,5176.92030945866,35176.9203094587
2382,2020-10-09 00:00:00.000000,1936,1,1,34000,rider,7137.91940038552,41137.9194003855
2383,2020-12-11 00:00:00.000000,469,2,1,12000,mail,4706.19179187045,16706.1917918704
2384,2023-03-08 00:00:00.000000,1163,8,2,75000,mail,8526.23919652327,158526.239196523
2385,2021-04-26 00:00:00.000000,426,6,3,25000,pickup,3214.33432854,78214.33432854
2386,2022-07-28 00:00:00.000000,1320,10,1,90000,mail,2065.75888864461,92065.7588886446
2387,2022-09-23 00:00:00.000000,780,10,1,90000,mail,1808.07099130951,91808.0709913095
2388,2021-02-01 00:00:00.000000,467,7,1,30000,mail,2057.65045478467,32057.6504547847
2389,2021-12-21 00:00:00.000000,1923,10,2,90000,mail,2060.85466776256,182060.854667763
2390,2023-04-02 00:00:00.000000,1667,3,4,15000,pickup,6806.54892340516,66806.5489234052
2391,2021-05-08 00:00:00.000000,1477,6,3,25000,mail,7218.47191600199,82218.471916002
2392,2022-05-17 00:00:00.000000,866,2,1,12000,rider,7021.93090052944,19021.9309005294
2393,2021-02-10 00:00:00.000000,1600,4,4,50000,rider,7068.79066484801,207068.790664848
2394,2021-02-19 00:00:00.000000,1806,6,1,25000,pickup,3928.27738101154,28928.2773810115
2395,2023-01-12 00:00:00.000000,1563,8,1,75000,rider,2038.18264577778,77038.1826457778
2396,2021-03-03 00:00:00.000000,13,5,1,25000,rider,1615.28699359958,26615.2869935996
2397,2020-08-19 00:00:00.000000,184,5,2,25000,pickup,4402.65534622194,54402.6553462219
2398,2022-12-19 00:00:00.000000,566,7,2,30000,mail,2742.88566073602,62742.885660736
2399,2020-07-30 00:00:00.000000,63,6,1,25000,mail,2221.01614281158,27221.0161428116
2400,2020-06-21 00:00:00.000000,130,4,4,50000,rider,8821.68795319782,208821.687953198
2401,2022-03-27 00:00:00.000000,1420,4,3,50000,rider,8612.76308764981,158612.76308765
2402,2021-08-16 00:00:00.000000,468,4,1,50000,rider,7697.16619760695,57697.1661976069
2403,2020-09-04 00:00:00.000000,571,1,1,34000,pickup,8658.67596134466,42658.6759613447
2404,2021-05-13 00:00:00.000000,544,8,4,75000,rider,3333.52414730108,303333.524147301
2405,2020-01-31 00:00:00.000000,47,3,2,15000,mail,7533.08698102999,37533.08698103
2406,2021-06-05 00:00:00.000000,1878,4,1,50000,rider,5903.88359093608,55903.8835909361
2407,2022-10-20 00:00:00.000000,443,8,1,75000,mail,4889.07620412326,79889.0762041233
2408,2022-12-27 00:00:00.000000,1812,4,1,50000,mail,5249.74831028633,55249.7483102863
2409,2021-03-08 00:00:00.000000,44,4,3,50000,mail,6818.79771580606,156818.797715806
2410,2021-09-04 00:00:00.000000,1363,6,2,25000,mail,6902.9150309539,56902.9150309539
2411,2022-09-14 00:00:00.000000,748,4,4,50000,pickup,5286.28134061808,205286.281340618
2412,2020-12-27 00:00:00.000000,1685,4,1,50000,mail,5588.0360726172,55588.0360726172
2413,2020-04-04 00:00:00.000000,1529,6,1,25000,rider,5148.75042633878,30148.7504263388
2414,2020-02-25 00:00:00.000000,1479,7,4,30000,mail,5528.12426897926,125528.124268979
2415,2020-03-12 00:00:00.000000,453,8,2,75000,rider,7712.28503250479,157712.285032505
2416,2022-03-12 00:00:00.000000,1332,1,1,34000,rider,3067.56521480292,37067.5652148029
2417,2021-02-13 00:00:00.000000,317,8,3,75000,rider,8932.69997121647,233932.699971216
2418,2023-03-22 00:00:00.000000,1777,5,2,25000,mail,3982.17484074991,53982.1748407499
2419,2020-09-11 00:00:00.000000,362,7,1,30000,pickup,7909.34218479059,37909.3421847906
2420,2020-05-18 00:00:00.000000,785,4,1,50000,pickup,5056.26292594702,55056.262925947
2421,2020-01-22 00:00:00.000000,1385,2,3,12000,mail,7245.84704510162,43245.8470451016
2422,2022-10-10 00:00:00.000000,1224,6,2,25000,mail,5830.67498079284,55830.6749807928
2423,2021-02-26 00:00:00.000000,1946,10,1,90000,pickup,6216.65296833246,96216.6529683325
2424,2021-07-12 00:00:00.000000,1670,4,1,50000,pickup,8759.63712357222,58759.6371235722
2425,2022-06-05 00:00:00.000000,368,7,4,30000,mail,8553.23234061422,128553.232340614
2426,2020-05-09 00:00:00.000000,21,10,1,90000,mail,2103.4806634745,92103.4806634745
2427,2020-03-21 00:00:00.000000,746,4,1,50000,rider,8936.88385309953,58936.8838530995
2428,2021-02-10 00:00:00.000000,1691,7,1,30000,rider,2849.29482160801,32849.294821608
2429,2020-08-31 00:00:00.000000,1502,8,4,75000,rider,3283.60209063009,303283.60209063
2430,2021-01-30 00:00:00.000000,463,9,2,80000,pickup,6733.9579706724,166733.957970672
2431,2022-05-03 00:00:00.000000,881,2,1,12000,pickup,4293.85184175786,16293.8518417579
2432,2023-03-27 00:00:00.000000,1748,1,4,34000,pickup,2147.8821072019,138147.882107202
2433,2022-01-27 00:00:00.000000,1504,10,1,90000,mail,3398.05753868755,93398.0575386875
2434,2021-01-08 00:00:00.000000,943,4,1,50000,pickup,5867.06101473208,55867.0610147321
2435,2023-02-22 00:00:00.000000,340,5,3,25000,pickup,4861.83463392089,79861.8346339209
2436,2020-06-24 00:00:00.000000,259,5,2,25000,mail,7281.5886718988,57281.5886718988
2437,2020-06-03 00:00:00.000000,1314,5,1,25000,rider,8438.51817144757,33438.5181714476
2438,2020-11-12 00:00:00.000000,1742,2,1,12000,mail,6953.90321041035,18953.9032104104
2439,2022-09-29 00:00:00.000000,630,4,2,50000,mail,7364.61086415188,107364.610864152
2440,2023-03-12 00:00:00.000000,1842,10,3,90000,rider,7558.81787481426,277558.817874814
2441,2022-03-17 00:00:00.000000,1355,9,2,80000,pickup,2466.09100404433,162466.091004044
2442,2021-07-26 00:00:00.000000,101,2,4,12000,rider,8090.57179207564,56090.5717920756
2443,2020-02-07 00:00:00.000000,338,7,4,30000,rider,2633.22500371253,122633.225003713
2444,2023-01-28 00:00:00.000000,630,2,1,12000,pickup,3040.70959076207,15040.7095907621
2445,2022-08-06 00:00:00.000000,1824,5,1,25000,pickup,5163.1525270005,30163.1525270005
2446,2022-09-29 00:00:00.000000,680,2,1,12000,mail,4645.96993168712,16645.9699316871
2447,2022-09-10 00:00:00.000000,461,2,2,12000,rider,3436.21228937248,27436.2122893725
2448,2021-10-13 00:00:00.000000,1732,10,1,90000,mail,7045.84197407586,97045.8419740759
2449,2022-10-28 00:00:00.000000,820,7,1,30000,pickup,8955.80177295952,38955.8017729595
2450,2022-01-03 00:00:00.000000,1561,8,1,75000,rider,5416.85089942281,80416.8508994228
2451,2021-02-27 00:00:00.000000,416,4,2,50000,mail,4917.08444048379,104917.084440484
2452,2022-11-03 00:00:00.000000,1804,8,1,75000,mail,7132.10141124509,82132.1014112451
2453,2022-12-14 00:00:00.000000,1606,4,2,50000,rider,3138.25197589265,103138.251975893
2454,2022-09-02 00:00:00.000000,1263,9,1,80000,mail,7371.78159520212,87371.7815952021
2455,2022-08-11 00:00:00.000000,732,2,1,12000,pickup,3950.21751205985,15950.2175120599
2456,2022-12-31 00:00:00.000000,1200,2,1,12000,rider,5023.90135988504,17023.901359885
2457,2022-01-28 00:00:00.000000,732,2,1,12000,mail,6410.00371643521,18410.0037164352
2458,2020-12-13 00:00:00.000000,498,6,2,25000,rider,5799.16355964204,55799.163559642
2459,2022-02-21 00:00:00.000000,1154,1,1,34000,rider,4135.85962571336,38135.8596257134
2460,2021-09-01 00:00:00.000000,232,5,1,25000,mail,3061.75286115022,28061.7528611502
2461,2020-01-03 00:00:00.000000,1385,1,3,34000,pickup,2858.1275044591,104858.127504459
2462,2023-04-08 00:00:00.000000,262,7,3,30000,pickup,2489.0853341462,92489.0853341462
2463,2021-10-06 00:00:00.000000,984,10,2,90000,pickup,7530.83099975995,187530.83099976
2464,2021-08-12 00:00:00.000000,1340,7,2,30000,rider,5036.30717196369,65036.3071719637
2465,2022-05-17 00:00:00.000000,1149,9,2,80000,mail,4416.90014251295,164416.900142513
2466,2020-06-19 00:00:00.000000,481,5,1,25000,pickup,2040.23406609325,27040.2340660932
2467,2020-08-07 00:00:00.000000,192,8,1,75000,pickup,2097.21119424264,77097.2111942426
2468,2021-05-25 00:00:00.000000,146,7,1,30000,pickup,8208.9847103596,38208.9847103596
2469,2021-09-12 00:00:00.000000,1077,10,1,90000,rider,6179.33411619283,96179.3341161928
2470,2021-09-07 00:00:00.000000,654,10,2,90000,pickup,6722.00417623686,186722.004176237
2471,2022-06-21 00:00:00.000000,745,6,2,25000,pickup,5218.06181713472,55218.0618171347
2472,2022-12-14 00:00:00.000000,1986,6,4,25000,rider,8356.23849348705,108356.238493487
2473,2022-11-11 00:00:00.000000,471,2,1,12000,rider,6408.40719842979,18408.4071984298
2474,2023-02-06 00:00:00.000000,1226,3,1,15000,pickup,6080.25923508499,21080.259235085
2475,2023-01-07 00:00:00.000000,1983,7,1,30000,rider,8260.33340939097,38260.333409391
2476,2022-09-14 00:00:00.000000,1772,10,1,90000,pickup,1705.06806599498,91705.068065995
2477,2020-02-15 00:00:00.000000,348,6,2,25000,mail,6959.02455997226,56959.0245599723
2478,2020-05-28 00:00:00.000000,202,8,1,75000,pickup,3398.88873011246,78398.8887301125
2479,2021-05-08 00:00:00.000000,1739,6,4,25000,rider,8056.49523917141,108056.495239171
2480,2021-09-30 00:00:00.000000,1500,4,2,50000,mail,3971.30426409409,103971.304264094
2481,2023-03-05 00:00:00.000000,73,3,2,15000,mail,6299.7736042839,36299.7736042839
2482,2022-01-09 00:00:00.000000,1143,9,2,80000,mail,5746.34363363698,165746.343633637
2483,2020-01-24 00:00:00.000000,439,9,1,80000,mail,8607.80837654019,88607.8083765402
2484,2020-02-08 00:00:00.000000,1725,3,3,15000,pickup,3763.03190734294,48763.0319073429
2485,2020-07-03 00:00:00.000000,660,2,2,12000,pickup,8558.38042563664,32558.3804256366
2486,2022-01-24 00:00:00.000000,1152,10,1,90000,rider,7012.01803747524,97012.0180374752
2487,2021-01-11 00:00:00.000000,567,1,1,34000,mail,7207.63602586704,41207.636025867
2488,2021-07-10 00:00:00.000000,1379,2,1,12000,rider,6707.52118152763,18707.5211815276
2489,2023-02-02 00:00:00.000000,1379,1,1,34000,pickup,7053.41360532332,41053.4136053233
2490,2022-02-28 00:00:00.000000,1892,9,2,80000,rider,4356.46024960327,164356.460249603
2491,2020-03-08 00:00:00.000000,1136,6,2,25000,rider,2328.35297068021,52328.3529706802
2492,2022-09-10 00:00:00.000000,1063,4,1,50000,rider,3746.60089416968,53746.6008941697
2493,2023-03-22 00:00:00.000000,939,8,1,75000,mail,4983.38135589768,79983.3813558977
2494,2022-07-30 00:00:00.000000,1010,6,2,25000,mail,2593.10282326048,52593.1028232605
2495,2023-03-01 00:00:00.000000,1098,9,2,80000,pickup,6517.33859421444,166517.338594214
2496,2023-01-19 00:00:00.000000,1854,4,1,50000,mail,6447.37825955469,56447.3782595547
2497,2022-01-20 00:00:00.000000,596,5,2,25000,rider,3236.22560927501,53236.225609275
2498,2021-04-19 00:00:00.000000,1257,10,1,90000,mail,8679.40018213493,98679.4001821349
2499,2022-01-03 00:00:00.000000,348,3,3,15000,rider,8531.67007910833,53531.6700791083
2500,2022-10-24 00:00:00.000000,449,5,1,25000,pickup,5531.44869246816,30531.4486924682
2501,2021-11-28 00:00:00.000000,76,6,1,25000,pickup,3305.0424191649,28305.0424191649
2502,2022-07-16 00:00:00.000000,1571,8,3,75000,rider,5365.20314407569,230365.203144076
2503,2020-07-09 00:00:00.000000,1163,4,1,50000,mail,3414.81662724275,53414.8166272427
2504,2022-11-04 00:00:00.000000,144,6,2,25000,pickup,4150.6498642045,54150.6498642045
2505,2020-11-23 00:00:00.000000,1110,2,1,12000,pickup,5978.9292623332,17978.9292623332
2506,2023-02-15 00:00:00.000000,1989,2,1,12000,rider,6845.90670939788,18845.9067093979
2507,2022-09-20 00:00:00.000000,96,10,4,90000,pickup,6929.6918276095,366929.691827609
2508,2022-09-10 00:00:00.000000,1708,8,2,75000,pickup,8872.78208679828,158872.782086798
2509,2021-01-31 00:00:00.000000,979,3,3,15000,rider,3315.45157371507,48315.4515737151
2510,2023-02-26 00:00:00.000000,835,6,1,25000,mail,8863.44435286398,33863.444352864
2511,2020-08-15 00:00:00.000000,473,10,2,90000,mail,4620.46850418922,184620.468504189
2512,2022-10-26 00:00:00.000000,516,10,3,90000,mail,8899.72618772182,278899.726187722
2513,2021-01-18 00:00:00.000000,678,1,1,34000,mail,5685.33641904134,39685.3364190413
2514,2020-10-06 00:00:00.000000,22,2,1,12000,mail,4436.29428275316,16436.2942827532
2515,2020-09-09 00:00:00.000000,1418,2,1,12000,pickup,4206.50249250782,16206.5024925078
2516,2022-03-12 00:00:00.000000,11,5,2,25000,rider,1900.00274670675,51900.0027467068
2517,2022-10-26 00:00:00.000000,1954,8,1,75000,mail,5284.87929162185,80284.8792916219
2518,2021-09-09 00:00:00.000000,1066,8,1,75000,rider,4615.26996787664,79615.2699678766
2519,2023-01-29 00:00:00.000000,829,1,3,34000,pickup,3885.04900968035,105885.04900968
2520,2022-05-08 00:00:00.000000,1789,1,4,34000,rider,3216.81203974234,139216.812039742
2521,2020-08-02 00:00:00.000000,1934,9,1,80000,mail,7548.25277856401,87548.252778564
2522,2020-07-11 00:00:00.000000,1196,9,2,80000,mail,7851.16931896075,167851.169318961
2523,2020-04-25 00:00:00.000000,640,8,2,75000,pickup,4804.34864641194,154804.348646412
2524,2020-01-09 00:00:00.000000,1789,2,1,12000,pickup,6039.93795763375,18039.9379576338
2525,2023-03-06 00:00:00.000000,511,5,3,25000,mail,4632.239911591,79632.239911591
2526,2022-06-07 00:00:00.000000,734,1,1,34000,rider,7535.35078324857,41535.3507832486
2527,2022-02-10 00:00:00.000000,1968,1,2,34000,mail,6027.25634628978,74027.2563462898
2528,2022-02-08 00:00:00.000000,1121,2,3,12000,pickup,4354.97210690866,40354.9721069087
2529,2022-07-13 00:00:00.000000,846,1,3,34000,pickup,6519.94165044894,108519.941650449
2530,2022-12-26 00:00:00.000000,739,7,3,30000,mail,6525.98031023226,96525.9803102323
2531,2023-03-16 00:00:00.000000,759,7,3,30000,mail,1975.20444377001,91975.20444377
2532,2022-05-05 00:00:00.000000,954,5,4,25000,pickup,8755.81128357441,108755.811283574
2533,2021-03-20 00:00:00.000000,398,2,2,12000,mail,6692.65655401981,30692.6565540198
2534,2022-06-08 00:00:00.000000,185,3,1,15000,mail,7360.71700149986,22360.7170014999
2535,2022-05-14 00:00:00.000000,1938,8,1,75000,mail,5079.02823429921,80079.0282342992
2536,2023-03-12 00:00:00.000000,1810,3,1,15000,pickup,3692.95763832907,18692.9576383291
2537,2020-07-16 00:00:00.000000,1230,4,1,50000,mail,7406.52490248765,57406.5249024877
2538,2020-04-05 00:00:00.000000,222,1,1,34000,pickup,7315.73898470693,41315.7389847069
2539,2021-10-17 00:00:00.000000,1720,3,1,15000,rider,2149.68108508672,17149.6810850867
2540,2020-05-14 00:00:00.000000,1700,6,1,25000,pickup,1699.95501339668,26699.9550133967
2541,2021-12-05 00:00:00.000000,558,7,2,30000,mail,4820.8257659564,64820.8257659564
2542,2022-04-10 00:00:00.000000,1438,6,3,25000,rider,8160.4638298869,83160.4638298869
2543,2021-08-13 00:00:00.000000,142,2,4,12000,rider,4624.30199510814,52624.3019951081
2544,2020-10-28 00:00:00.000000,1861,5,1,25000,rider,3475.85053887684,28475.8505388768
2545,2021-07-29 00:00:00.000000,1001,9,2,80000,pickup,5430.1236231348,165430.123623135
2546,2023-02-22 00:00:00.000000,1375,1,2,34000,mail,2014.60549339848,70014.6054933985
2547,2020-02-09 00:00:00.000000,447,8,1,75000,pickup,7532.58076929954,82532.5807692995
2548,2020-10-28 00:00:00.000000,996,3,2,15000,mail,4354.4077022947,34354.4077022947
2549,2021-11-21 00:00:00.000000,600,6,2,25000,mail,6360.07980030348,56360.0798003035
2550,2020-10-23 00:00:00.000000,1116,5,2,25000,mail,5498.01622603862,55498.0162260386
2551,2020-07-31 00:00:00.000000,1672,9,1,80000,rider,6726.2371805155,86726.2371805155
2552,2023-04-07 00:00:00.000000,1393,4,1,50000,rider,1625.81955921734,51625.8195592173
2553,2021-04-26 00:00:00.000000,1794,10,3,90000,rider,7233.31768723361,277233.317687234
2554,2020-01-14 00:00:00.000000,1189,3,1,15000,mail,3375.76092967937,18375.7609296794
2555,2021-11-01 00:00:00.000000,1706,6,4,25000,rider,5711.4364673169,105711.436467317
2556,2022-12-05 00:00:00.000000,315,7,3,30000,pickup,4934.58257024171,94934.5825702417
2557,2021-05-22 00:00:00.000000,450,5,3,25000,mail,4519.71255600073,79519.7125560007
2558,2020-12-22 00:00:00.000000,325,10,3,90000,rider,7384.53563087265,277384.535630873
2559,2020-01-29 00:00:00.000000,89,8,1,75000,rider,8182.74587346459,83182.7458734646
2560,2020-04-23 00:00:00.000000,258,5,2,25000,pickup,6397.22731130283,56397.2273113028
2561,2020-02-03 00:00:00.000000,1868,4,1,50000,rider,2263.80409213978,52263.8040921398
2562,2020-09-05 00:00:00.000000,845,2,1,12000,rider,7111.61314552218,19111.6131455222
2563,2020-09-17 00:00:00.000000,514,9,2,80000,rider,3328.16467950775,163328.164679508
2564,2020-08-08 00:00:00.000000,700,10,4,90000,rider,7659.87063722276,367659.870637223
2565,2021-12-09 00:00:00.000000,998,8,1,75000,rider,4240.9986672315,79240.9986672315
2566,2020-02-19 00:00:00.000000,615,10,4,90000,pickup,1761.26650502682,361761.266505027
2567,2021-11-24 00:00:00.000000,244,9,3,80000,rider,5626.50394464113,245626.503944641
2568,2021-09-19 00:00:00.000000,1816,7,3,30000,mail,4747.46887652494,94747.4688765249
2569,2022-06-06 00:00:00.000000,1850,5,3,25000,mail,4602.72564748801,79602.725647488
2570,2022-12-31 00:00:00.000000,441,9,1,80000,pickup,2389.94566556409,82389.9456655641
2571,2021-03-30 00:00:00.000000,1549,5,2,25000,mail,4354.66416488957,54354.6641648896
2572,2023-01-20 00:00:00.000000,1206,6,1,25000,pickup,4242.84032172122,29242.8403217212
2573,2021-04-09 00:00:00.000000,737,1,1,34000,mail,5488.82211236874,39488.8221123687
2574,2020-08-16 00:00:00.000000,1465,2,2,12000,rider,2126.5168541247,26126.5168541247
2575,2021-10-07 00:00:00.000000,956,8,1,75000,rider,3557.70463297939,78557.7046329794
2576,2020-01-14 00:00:00.000000,786,4,2,50000,mail,6049.39648570919,106049.396485709
2577,2021-09-03 00:00:00.000000,1241,7,1,30000,mail,4160.37617414715,34160.3761741472
2578,2020-04-02 00:00:00.000000,813,6,2,25000,mail,1589.73015406158,51589.7301540616
2579,2022-04-02 00:00:00.000000,1986,7,1,30000,rider,3648.12197927093,33648.1219792709
2580,2021-07-17 00:00:00.000000,265,9,1,80000,rider,6186.55299145797,86186.552991458
2581,2020-02-20 00:00:00.000000,1400,7,1,30000,pickup,2057.80529171682,32057.8052917168
2582,2020-08-30 00:00:00.000000,747,8,3,75000,rider,6323.89456241638,231323.894562416
2583,2020-06-01 00:00:00.000000,1530,10,4,90000,mail,7050.2208990834,367050.220899083
2584,2020-06-24 00:00:00.000000,1090,3,1,15000,pickup,4511.15499098576,19511.1549909858
2585,2020-07-25 00:00:00.000000,560,7,2,30000,mail,8599.45332950814,68599.4533295081
2586,2021-10-23 00:00:00.000000,1250,7,4,30000,mail,6750.40165686217,126750.401656862
2587,2021-06-12 00:00:00.000000,1461,6,3,25000,rider,5485.43954299206,80485.4395429921
2588,2022-02-01 00:00:00.000000,302,8,1,75000,pickup,5270.73137145359,80270.7313714536
2589,2021-05-10 00:00:00.000000,1721,3,4,15000,pickup,8215.09535275041,68215.0953527504
2590,2022-11-12 00:00:00.000000,515,2,1,12000,rider,8317.62562201696,20317.6256220169
2591,2021-04-20 00:00:00.000000,1106,3,1,15000,mail,3215.12834796472,18215.1283479647
2592,2021-08-12 00:00:00.000000,1600,3,1,15000,rider,5873.02036893307,20873.0203689331
2593,2021-03-31 00:00:00.000000,586,4,1,50000,rider,4829.61804612419,54829.6180461242
2594,2023-01-04 00:00:00.000000,1531,7,4,30000,pickup,6051.31864171999,126051.31864172
2595,2020-11-13 00:00:00.000000,1383,7,1,30000,pickup,6324.63067584962,36324.6306758496
2596,2022-03-04 00:00:00.000000,607,3,3,15000,pickup,7943.6668001135,52943.6668001135
2597,2022-11-13 00:00:00.000000,1447,3,1,15000,mail,4734.23078400782,19734.2307840078
2598,2022-10-01 00:00:00.000000,49,7,1,30000,mail,3205.71567127767,33205.7156712777
2599,2020-06-10 00:00:00.000000,798,9,2,80000,rider,5932.57007279109,165932.570072791
2600,2022-07-27 00:00:00.000000,125,9,2,80000,pickup,6408.37283686961,166408.37283687
2601,2021-08-07 00:00:00.000000,1268,9,1,80000,mail,6652.60445856497,86652.604458565
2602,2022-05-27 00:00:00.000000,607,5,1,25000,rider,4919.56212626144,29919.5621262614
2603,2020-11-21 00:00:00.000000,1660,1,1,34000,mail,6688.88260289188,40688.8826028919
2604,2021-11-21 00:00:00.000000,1416,1,1,34000,pickup,7583.85795828837,41583.8579582884
2605,2021-02-23 00:00:00.000000,1488,8,1,75000,mail,3991.99710050976,78991.9971005098
2606,2021-01-13 00:00:00.000000,1577,1,2,34000,rider,6634.29774629316,74634.2977462932
